6.24, 90.10, -133.04574461
6.24, 90.20, -133.05526188
6.24, 90.30, -133.06361724
6.24, 90.40, -133.07109241
6.24, 90.50, -133.07785510
6.24, 90.60, -133.08380751
6.24, 90.70, -133.08884064
6.24, 90.81, -133.09311671
6.24, 90.91, -133.09660072
6.24, 91.01, -133.09936685
6.24, 91.11, -133.10289462
6.24, 91.21, -133.10583737
6.24, 91.31, -133.10804961
6.24, 91.41, -133.10962192
6.24, 91.51, -133.11070461
6.24, 91.61, -133.11105655
6.24, 91.71, -133.11090272
6.24, 91.81, -133.11041543
6.24, 91.91, -133.10925861
6.24, 92.01, -133.10749992
6.24, 92.11, -133.10542633
6.24, 92.21, -133.10277802
6.24, 92.31, -133.09938880
6.24, 92.41, -133.09503113
6.24, 92.51, -133.09029832
6.24, 92.61, -133.08510936
6.24, 92.71, -133.07927199
6.24, 92.81, -133.07327122
6.24, 92.91, -133.06693640
6.24, 93.01, -133.06049637
6.24, 93.11, -133.05341880
6.24, 93.22, -133.04557728
6.24, 93.32, -133.03708475
6.24, 93.42, -133.02787017
6.24, 93.52, -133.01782260
6.24, 93.62, -133.00706413
6.24, 93.72, -132.99612621
6.24, 93.82, -132.98460116
6.24, 93.92, -132.97240748
6.24, 94.02, -132.95949358
6.24, 94.12, -132.94595170
6.24, 94.22, -132.93172447
6.24, 94.32, -132.91781621
6.24, 94.42, -132.90339814
6.24, 94.52, -132.88838675
6.24, 94.62, -132.87377082
6.24, 94.72, -132.85908973
6.24, 94.82, -132.84367507
6.24, 94.92, -132.82821718
6.24, 95.02, -132.81194781
6.25, 90.00, -133.04758460
6.25, 90.10, -133.05573276
6.25, 90.20, -133.06323252
6.25, 90.30, -133.06993417
6.25, 90.40, -133.07590963
6.25, 90.50, -133.08093670
6.25, 90.60, -133.08523289
6.25, 90.70, -133.08864399
6.25, 90.80, -133.09141521
6.25, 90.90, -133.09414508
6.25, 91.00, -133.09719877
6.25, 91.11, -133.09953763
6.25, 91.21, -133.10139219
6.25, 91.31, -133.10255615
6.25, 91.41, -133.10277667
6.25, 91.51, -133.10311832
6.25, 91.61, -133.10259503
6.25, 91.71, -133.10139459
6.25, 91.81, -133.09961659
6.25, 91.91, -133.09757146
6.25, 92.01, -133.09467902
6.25, 92.11, -133.09155173
6.25, 92.21, -133.08761979
6.25, 92.31, -133.08290711
6.25, 92.41, -133.07768504
6.25, 92.51, -133.07168673
6.25, 92.61, -133.06512790
6.25, 92.71, -133.05844653
6.25, 92.81, -133.05204490
6.25, 92.91, -133.04496064
6.25, 93.01, -133.03714608
6.25, 93.11, -133.02860431
6.25, 93.21, -133.01930352
6.25, 93.31, -133.00934363
6.25, 93.41, -132.99867623
6.25, 93.51, -132.98755092
6.25, 93.61, -132.97604708
6.25, 93.71, -132.96386850
6.25, 93.81, -132.95097053
6.25, 93.91, -132.93748250
6.25, 94.01, -132.92321840
6.25, 94.11, -132.90923628
6.25, 94.21, -132.89503128
6.25, 94.31, -132.88017786
6.25, 94.41, -132.86556026
6.25, 94.51, -132.85089402
6.25, 94.61, -132.83553321
6.25, 94.71, -132.81981509
6.25, 94.81, -132.80371927
6.25, 94.91, -132.78684360
6.25, 95.01, -132.76933772
6.26, 90.00, -133.05304258
6.26, 90.10, -133.05973708
6.26, 90.20, -133.06578287
6.26, 90.30, -133.07093051
6.26, 90.40, -133.07530373
6.26, 90.50, -133.07884086
6.26, 90.60, -133.08161662
6.26, 90.70, -133.08380104
6.26, 90.80, -133.08684503
6.26, 90.90, -133.08907129
6.26, 91.00, -133.09098716
6.26, 91.10, -133.09226707
6.26, 91.20, -133.09314104
6.26, 91.30, -133.09350584
6.26, 91.40, -133.09299580
6.26, 91.50, -133.09172165
6.26, 91.60, -133.08977375
6.26, 91.70, -133.08803782
6.26, 91.80, -133.08579050
6.26, 91.90, -133.08280386
6.26, 92.01, -133.07899866
6.26, 92.11, -133.07445993
6.26, 92.21, -133.06923576
6.26, 92.31, -133.06326149
